2018,14,1,1,2,1,0,0,0,1,2,3,1,2,45,5,1,1,R,2,1,6,2,76,1,1,2,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,1,1,1120,0,0,59,1,5215.2406,5753625,5753625,3585789,3585789,0,0,0,0,0,0,0,0,2167836,0,0,1700000,0,304456,163380,0,628614,122000,0,149000,118000,0,65352,174262,1
2018,14,10,2,2,1,0,0,0,1,1,1,1,1,60,3,1,1,F,7,5,2,2,60,2,1,2,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,1,5,202,35760,0,32,2,4388.1953,3097952,3097952,0,0,0,0,1889126,0,0,0,0,0,1208826,0,0,0,97952,0,1110874,0,248301,69606,0,0,0,0,169331,9364,1
2018,14,100,1,2,2,0,0,0,1,1,3,1,2,48,6,1,1,O,3,1,8,2,45,6,1,1,P,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,1,1890,0,0,83,1,4923.716,6176671,6176671,6176671,4054143,0,2122527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856931,275463,0,381450,200018,0,0,0,1
2018,14,1000,2,3,2,0,0,1,0,2,1,1,1,44,5,1,1,I,5,4,2,2,44,7,1,1,P,2,1,3,2,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,1,1,1957,0,0,144,1,4024.4445,5938835,5938835,5363000,2596298,2766702,0,0,0,0,0,0,0,575835,0,0,0,0,87886,487948,0,810615,154253,0,183000,166829,0,306532,0,1
2018,14,1001,2,1,0,1,0,0,0,1,3,1,2,73,3,1,2,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,1,400,0,0,76,1,3066.6365,1501525,1501525,0,0,0,0,0,0,0,0,0,0,1501525,0,206000,0,0,0,1295525,0,328287,0,0,0,85000,0,130228,113059,1
2018,14,1002,2,4,2,0,0,1,0,2,1,1,1,43,5,1,1,S,8,5,2,2,43,4,1,1,S,9,6,3,2,15,3,2,2,Z,Z,,3,2,13,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,2,1,400,0,0,76,1,3354.983,1835490,1835490,0,0,0,0,1835490,0,0,0,0,0,0,0,0,0,0,0,0,0,1094090,0,17837,0,279968,400000,195480,200805,1
2018,14,1003,1,4,2,0,0,1,0,2,1,1,1,41,3,1,1,G,1,1,2,2,39,3,1,1,N,9,7,3,1,7,1,2,,,,,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,1,400,0,0,76,1,3618.4193,4184321,4184321,2612465,2612465,0,0,1500397,0,0,0,0,0,71459,0,0,0,0,0,71459,0,768778,74000,0,189000,111645,156000,178648,59486,1
2018,14,1004,2,4,1,0,0,0,1,2,1,1,1,47,4,1,1,G,7,5,2,2,37,4,1,2,Z,Z,,3,1,7,1,2,,,,,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,1,1,400,0,0,76,1,3354.983,4259517,4259517,0,0,0,0,4134196,0,0,0,0,0,125321,0,0,0,0,0,125321,0,1146448,49353,0,225646,61231,291032,519186,0,1
2018,14,1005,2,2,0,0,0,0,1,2,2,1,2,51,4,1,2,Z,Z,,3,2,18,3,1,2,Z,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,4,1,1,400,0,0,76,1,2317.6492,2764327,2719169,0,0,0,0,0,0,0,0,0,0,2719169,0,0,0,0,0,2719169,45158,425578,22940,23126,0,0,215000,96768,67744,1
2018,14,1006,1,1,1,0,0,0,1,1,3,1,2,63,1,1,1,N,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,1,400,0,0,76,1,3455.6379,1885124,1885124,1500000,1500000,0,0,0,0,0,0,0,0,385124,181459,0,0,0,0,203665,0,368916,9000,0,0,59000,250000,50916,0,1
